name,acc,short_l,short_l/2,short_l/5,med_l,med_l/2,med_l/5,long_l,long_l/2,long_l/5
1PSB_2_C,54.29,76.923,69.231,60.0,100.0,100.0,100.0,80.769,61.538,100.0
4GYV_1_A,69.605,57.798,54.128,30.233,64.679,55.963,39.535,65.138,63.303,55.814
1O5Z_d1o5za1,54.196,51.095,54.412,100.0,54.015,42.647,62.963,94.891,98.529,100.0
2EJN_1_A,55.207,45.098,35.526,36.667,63.399,52.632,50.0,66.667,64.474,83.333
4I66_1_A,58.41,52.153,50.962,87.805,61.722,50.962,56.098,57.416,59.615,68.293
2GPV_2_G,8.333,68.182,63.636,75.0,100.0,100.0,100.0,100.0,100.0,100.0
1H67_1_A,46.776,41.667,44.444,61.905,25.926,18.519,14.286,52.778,50.0,38.095
2DLO_d2dloa1,42.449,37.143,70.588,100.0,31.429,17.647,28.571,94.286,88.235,71.429
2DEN_d2dena-,50.142,32.609,60.87,100.0,26.087,21.739,22.222,69.565,52.174,22.222
1CFZ_1_A,55.376,43.827,40.741,50.0,54.938,44.444,25.0,83.333,86.42,78.125
3CGG_1_A,62.996,56.923,53.608,56.41,83.59,100.0,100.0,85.128,95.876,100.0
2HHZ_1_A,59.07,70.0,80.0,93.333,79.333,92.0,100.0,94.667,100.0,100.0
4Y4O_52_1u,0.756,22.222,23.077,0.0,81.481,76.923,100.0,100.0,100.0,100.0
4K8V_d4k8vd2,55.894,54.386,40.351,40.909,66.667,70.175,68.182,52.632,43.86,40.909
1FJE_2_B,55.53,65.714,74.713,100.0,56.0,54.023,65.714,53.714,59.77,68.571
2QXV_2_B,75.778,66.667,53.333,66.667,100.0,100.0,100.0,100.0,100.0,100.0
3KLU_1_A,62.594,48.408,47.436,87.097,50.955,56.41,77.419,56.051,53.846,77.419
3VTO_1_A,75.809,47.826,71.93,100.0,53.913,38.596,69.565,100.0,100.0,100.0
3HX8_1_A,59.68,79.845,100.0,100.0,100.0,100.0,100.0,52.713,82.812,100.0
2KIX_1_A,86.961,57.576,56.25,16.667,100.0,100.0,100.0,100.0,100.0,100.0
2MFS_1_A,39.184,80.0,100.0,100.0,37.143,70.588,100.0,28.571,17.647,28.571
2L60_1_A,65.125,87.805,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1BL0_d1bl0a1,47.737,53.704,51.852,100.0,66.667,62.963,50.0,51.852,48.148,50.0
1R7G_1_A,82.83,87.097,93.333,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1LVL_d1lvla2,52.779,61.739,92.982,100.0,62.609,92.982,100.0,99.13,100.0,100.0
2HNB_1_A,54.186,42.177,34.247,72.414,51.02,41.096,34.483,86.395,94.521,100.0
1B8W_1_A,41.043,47.619,61.905,100.0,28.571,28.571,50.0,45.238,47.619,37.5
2PKA_1_A,57.844,75.0,100.0,100.0,93.75,100.0,100.0,71.25,100.0,100.0
3JUW_1_A,61.924,57.714,82.759,100.0,56.571,88.506,100.0,54.857,67.816,68.571
1YBY_1_A,70.752,86.047,100.0,100.0,78.14,100.0,100.0,61.86,55.14,76.744
2LAK_1_A,66.43,70.0,86.25,100.0,65.625,80.0,100.0,76.875,82.5,100.0
3QY2_1_A,52.163,59.829,50.0,78.261,43.59,55.172,95.652,59.829,41.379,39.13
5EO9_1_A,54.974,84.545,83.636,86.364,71.818,87.273,90.909,89.091,100.0,100.0
2E8G_1_A,67.095,70.539,61.667,83.333,63.071,66.667,95.833,60.581,60.833,85.417
1AF7_d1af7a2,59.795,38.342,41.667,52.632,58.031,50.0,52.632,84.456,90.625,97.368
2W0G_1_A,61.096,34.884,26.562,44.0,35.659,31.25,24.0,59.69,59.375,64.0
3O71_2_B,79.688,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
4MXN_1_A,58.906,62.753,47.967,22.449,74.494,79.675,83.673,72.065,73.171,65.306
2KJI_1_A,40.08,60.0,60.0,40.0,70.0,76.0,50.0,42.0,36.0,50.0
4JTM_1_A,50.389,50.617,82.5,100.0,49.383,57.5,100.0,37.037,52.5,100.0
1TII_2_A,58.03,53.158,47.368,42.105,50.0,40.0,44.737,57.895,76.842,97.368
1H6W_d1h6wa1,64.694,64.634,63.415,75.0,59.756,48.78,37.5,92.683,87.805,87.5
1UR6_2_B,42.308,75.0,100.0,100.0,48.077,42.308,60.0,65.385,61.538,60.0
2KNZ_1_A,53.613,30.189,61.538,100.0,30.189,42.308,90.0,39.623,42.308,20.0
4I4T_d4i4tf1,48.078,59.211,42.105,53.333,67.105,63.158,60.0,28.947,18.421,6.667
3WHJ_1_A,71.488,77.869,78.689,66.667,90.984,90.164,91.667,40.164,21.311,12.5
4LEJ_d4leja2,69.791,66.816,65.766,68.182,53.363,44.144,38.636,75.336,100.0,100.0
3PHS_1_A,69.321,60.643,61.29,77.551,45.783,12.903,12.245,66.667,62.097,87.755
2K35_1_A,30.472,43.333,40.0,41.667,36.667,40.0,58.333,38.333,33.333,41.667
3K08_1_A,57.407,38.542,35.417,52.632,59.375,64.583,47.368,66.667,47.917,36.842
4DOX_1_A,64.088,54.425,47.788,44.444,73.009,69.912,68.889,63.274,53.982,44.444
1M7L_1_A,85.0,77.5,65.0,62.5,100.0,100.0,100.0,100.0,100.0,100.0
1RL2_1_A,49.54,81.752,92.647,100.0,73.723,64.706,85.185,31.387,26.471,40.741
3C01_1_A,65.75,75.0,79.167,77.778,100.0,100.0,100.0,100.0,100.0,100.0
1GME_1_A,73.326,68.874,81.333,100.0,64.901,88.0,100.0,84.106,100.0,100.0
1UAR_d1uara1,55.602,43.357,45.07,50.0,44.755,35.211,28.571,60.14,97.183,96.429
4KYQ_1_A,63.241,48.558,38.462,85.366,52.885,35.577,21.951,46.154,64.423,100.0
1NOX_1_A,69.99,64.39,56.863,46.341,64.39,48.039,41.463,45.366,64.706,100.0
4TQ1_2_B,75.781,84.615,84.211,71.429,100.0,100.0,100.0,100.0,100.0,100.0
3HS2_1_A,67.188,48.276,62.069,100.0,36.207,55.172,100.0,58.621,55.172,100.0
2BZW_2_B,68.724,62.963,61.538,80.0,100.0,100.0,100.0,74.074,92.308,100.0
1L3L_2_A,67.268,70.085,67.521,69.565,77.35,68.376,54.348,58.547,55.556,54.348
3K9A_1_A,75.416,59.259,59.259,52.381,73.148,62.963,57.143,52.778,37.037,28.571
4F0Z_3_C,75.222,65.116,61.905,50.0,100.0,100.0,100.0,100.0,100.0,100.0
2HVW_1_A,58.448,62.5,64.13,100.0,63.587,85.87,100.0,55.435,79.348,91.667
3KEB_1_A,58.282,57.143,70.536,100.0,53.571,54.464,75.0,63.839,97.321,100.0
3L8D_1_A,63.085,61.157,56.198,45.833,60.331,74.38,87.5,78.512,97.521,100.0
2OFQ_1_A,50.825,93.684,100.0,100.0,81.053,89.362,94.737,57.895,95.745,94.737
4CA1_1_A,64.967,65.128,78.351,100.0,71.282,97.938,100.0,63.077,63.918,87.179
4F3M_1_A,66.448,65.966,63.866,82.979,54.202,58.824,97.872,66.387,69.748,80.851
2N4N_1_A,46.712,24.0,50.0,100.0,52.0,16.667,0.0,100.0,100.0,100.0
4PO5_1_A,67.406,39.521,32.53,36.364,72.455,68.675,54.545,53.892,49.398,48.485
5D50_1_A,76.208,54.774,56.566,53.846,79.397,78.788,76.923,57.286,48.485,38.462
1CCZ_d1ccza1,47.462,94.624,100.0,100.0,77.419,100.0,100.0,94.624,100.0,100.0
2FEW_2_B,51.408,45.545,40.0,45.0,41.584,58.0,100.0,82.178,100.0,100.0
2KV5_1_A,78.237,87.879,93.75,100.0,100.0,100.0,100.0,100.0,100.0,100.0
4CWU_4_P,72.976,100.0,100.0,100.0,99.286,100.0,100.0,92.857,90.0,89.286
3H92_1_A,46.687,60.87,73.913,100.0,60.87,52.174,55.556,57.609,58.696,50.0
4UY4_1_A,64.525,44.907,70.37,95.349,31.019,44.444,90.698,82.87,74.074,65.116
1U14_1_A,59.039,44.767,67.442,100.0,52.907,73.256,100.0,69.767,89.535,100.0
1SJ7_1_A,62.749,59.195,45.977,44.118,54.023,56.322,79.412,55.747,55.172,70.588
4CYJ_2_E,68.972,80.672,66.102,82.609,87.395,76.271,60.87,86.555,98.305,100.0
3TUI_1_A,66.184,50.691,42.593,32.558,78.802,77.778,74.419,88.018,84.259,72.093
2Q73_d2q73b-,72.36,71.25,60.0,62.5,51.25,42.5,37.5,42.5,42.5,81.25
1QZG_2_A,57.118,56.15,61.29,100.0,69.519,98.925,100.0,67.38,83.871,97.297
1H8U_1_A,45.497,60.684,75.862,100.0,56.41,55.172,69.565,41.026,51.724,100.0
1F5Q_d1f5qd1,64.734,54.93,47.887,42.857,42.254,38.028,53.571,42.958,38.028,57.143
3V4H_1_A,59.705,67.027,71.739,91.892,78.919,100.0,100.0,94.595,98.913,100.0
2R15_1_A,71.873,57.547,67.925,90.476,57.075,64.151,80.952,83.019,93.396,100.0
3BZK_d3bzka2,38.975,46.575,30.556,7.143,67.123,66.667,50.0,52.055,41.667,42.857
1ECI_2_B,44.55,32.353,23.529,50.0,26.471,11.765,16.667,61.765,58.824,33.333
4EOT_1_A,89.012,63.158,59.574,57.895,85.263,76.596,52.632,64.211,42.553,21.053
1L0O_d1l0oc-,63.743,33.333,50.0,100.0,52.632,57.143,100.0,31.579,32.143,36.364
4FC9_1_B,64.829,50.0,50.962,68.293,83.654,80.769,87.805,70.673,64.423,56.098
3FLE_1_A,62.722,63.052,58.065,67.347,81.928,75.0,61.224,65.06,74.194,81.633
4Z19_d4z19a2,58.381,52.113,61.972,100.0,62.676,88.732,100.0,49.296,47.887,85.714
2KTA_1_A,54.109,63.514,59.459,57.143,82.432,75.676,57.143,83.784,78.378,78.571
3DF0_3_C,84.79,88.372,86.047,88.235,100.0,100.0,100.0,100.0,100.0,100.0
1VYX_1_A,42.5,60.0,93.333,91.667,65.0,73.333,66.667,26.667,20.0,33.333
4NSS_1_A,46.941,60.135,58.108,62.069,65.541,56.757,37.931,26.351,17.568,10.345
1HCN_1_A,59.958,69.565,69.565,100.0,38.043,63.043,77.778,69.565,84.783,88.889
1FU3_1_A,44.993,48.148,76.923,100.0,33.333,69.231,100.0,74.074,76.923,100.0
2RUG_1_A,56.956,58.772,52.632,77.273,72.807,73.684,100.0,74.561,96.491,100.0
1RMD_1_A,59.022,68.966,100.0,100.0,47.414,68.966,82.609,70.69,81.034,69.565
2LON_1_A,71.064,92.929,97.959,100.0,94.949,100.0,100.0,70.707,71.429,68.421
3BX7_2_A,63.57,77.528,93.258,100.0,98.315,100.0,100.0,56.742,57.303,97.143
2CKC_1_A,55.861,62.5,65.0,100.0,27.5,32.5,62.5,21.25,10.0,6.25
4DIK_d4dikb2,55.483,64.189,54.054,58.621,64.865,55.405,41.379,94.595,100.0,100.0
1TRL_1_A,54.396,45.161,45.161,100.0,45.161,61.29,100.0,69.355,54.839,50.0
4WFB_6_D,61.286,73.743,74.157,74.286,84.916,80.899,77.143,72.626,60.674,40.0
2LFU_1_A,68.441,78.756,100.0,100.0,93.782,97.917,97.368,70.466,66.667,97.368
4GEH_1_A,67.519,52.657,39.806,46.341,61.353,50.485,51.22,72.464,64.078,53.659
1SZL_1_A,58.156,47.541,50.0,66.667,65.574,96.667,100.0,49.18,86.667,100.0
2M33_1_A,59.865,64.179,58.209,92.308,70.896,64.179,53.846,41.045,50.746,92.308
2MYQ_1_A,77.393,73.333,63.636,33.333,100.0,100.0,100.0,100.0,100.0,100.0
1LRV_1_A,76.402,44.262,47.541,95.833,29.098,18.852,12.5,77.869,79.508,72.917
2HQX_1_A,46.272,80.894,75.61,100.0,69.106,72.358,100.0,64.634,62.602,61.224
1JB7_d1jb7a3,58.299,59.88,74.699,100.0,71.257,83.133,100.0,62.874,43.373,15.152
4HE7_1_A,28.121,24.074,14.815,20.0,51.852,48.148,40.0,50.0,70.37,70.0
1Z8G_d1z8ga2,45.083,66.364,94.545,100.0,46.364,50.909,68.182,50.909,47.273,31.818
2K9J_1_A,64.909,80.952,85.714,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1YQ2_d1yq2f2,50.538,76.344,80.435,100.0,67.742,63.043,66.667,51.613,69.565,94.444
2O9X_1_A,58.592,44.199,38.889,36.111,60.773,55.556,50.0,56.354,38.889,19.444
4L57_1_A,63.615,54.359,41.237,41.026,52.821,56.701,100.0,75.385,91.753,100.0
1ZNP_1_A,55.541,61.688,64.935,83.333,57.792,75.325,96.667,70.779,100.0,100.0
3WOC_1_A,54.663,76.159,98.667,100.0,100.0,100.0,100.0,54.305,58.667,76.667
2JNQ_1_A,57.46,86.559,100.0,100.0,75.269,93.548,100.0,59.677,56.989,37.838
4PZJ_1_A,52.98,62.857,100.0,100.0,47.143,48.571,71.429,50.0,45.714,21.429
4E8B_d4e8ba2,58.509,64.118,57.647,70.588,57.059,55.294,82.353,65.294,81.176,70.588
2LWY_1_A,47.117,78.261,94.203,100.0,57.971,72.464,88.889,71.739,63.768,62.963
2LRT_1_A,58.319,67.105,78.947,100.0,51.974,61.842,90.0,82.895,100.0,100.0
1OJ5_1_A,53.397,65.909,100.0,100.0,75.758,100.0,100.0,50.0,80.303,100.0
2OKF_1_A,54.846,37.857,48.571,100.0,72.143,67.143,50.0,58.571,75.714,89.286
4KA3_2_B,92.188,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1V9Y_d1v9yb-,55.453,73.451,100.0,100.0,84.071,100.0,100.0,66.372,100.0,100.0
2FYU_d2fyui-,54.94,70.175,75.0,63.636,100.0,100.0,100.0,82.456,85.714,72.727
2KT9_1_A,56.703,49.138,65.517,100.0,41.379,60.345,100.0,69.828,67.241,52.174
1N73_1_A,78.469,70.588,62.712,52.174,75.63,64.407,60.87,57.143,57.627,47.826
4B2F_1_A,66.621,60.28,52.336,42.857,82.243,70.093,57.143,65.421,52.336,30.952
2KRA_d2kraa1,42.207,50.0,72.222,71.429,36.111,55.556,100.0,41.667,22.222,28.571
3LWC_1_A,52.848,63.025,79.661,100.0,73.95,88.136,86.957,98.319,100.0,100.0
4O8S_1_A,69.127,60.345,68.103,97.826,58.19,76.724,95.652,54.741,41.379,32.609
4HTR_d4htra2,55.061,53.846,57.732,87.179,43.59,53.608,100.0,69.231,57.732,66.667
4CLC_5_E,56.777,61.453,74.157,100.0,66.48,86.517,100.0,54.749,53.933,88.571
2HKL_d2hklc1,59.856,71.311,100.0,100.0,58.197,72.131,100.0,46.721,36.066,25.0
2WAG_1_A,60.662,55.0,42.727,50.0,40.455,53.636,81.818,49.091,50.0,54.545
5FMF_20_R,53.296,53.75,75.0,100.0,66.25,76.25,100.0,44.375,35.0,40.625
1Z72_1_A,62.712,63.111,57.143,42.222,67.556,54.464,57.778,58.222,45.536,44.444
2MPV_1_A,46.768,88.966,98.611,100.0,64.138,51.389,20.69,42.069,36.111,31.034
3SRI_2_B,69.76,86.207,100.0,100.0,62.069,78.571,100.0,75.862,50.0,40.0
3FAU_1_A,54.711,60.976,80.488,100.0,50.0,46.341,62.5,92.683,100.0,100.0
5EPE_1_A,68.342,54.435,45.161,38.776,53.226,60.484,100.0,77.823,92.742,100.0
4FP5_1_D,44.867,39.796,69.388,100.0,39.796,59.184,100.0,57.143,51.02,21.053
4APV_1_A,60.517,75.893,100.0,100.0,98.214,100.0,100.0,95.536,100.0,100.0
1YRK_1_A,60.292,73.81,98.413,100.0,79.365,100.0,100.0,68.254,90.476,100.0
2DM3_1_A,62.57,64.545,81.818,100.0,71.818,83.636,100.0,100.0,100.0,100.0
1JUV_1_A,59.921,68.912,70.833,57.895,64.767,65.625,97.368,68.394,62.5,57.895
3PO3_15_S,75.602,60.112,76.404,100.0,67.978,77.528,97.143,65.169,58.427,51.429
1SQW_1_A,60.831,68.617,69.149,100.0,37.766,47.872,94.595,67.553,76.596,78.378
2EAP_1_A,47.926,52.222,44.444,50.0,43.333,37.778,50.0,55.556,44.444,22.222
2O71_1_A,49.74,52.174,47.368,91.304,71.304,57.895,47.826,44.348,38.596,34.783
2BL2_1_A,62.607,48.718,42.308,16.129,61.538,55.128,41.935,48.077,44.872,22.581
2EUF_d2eufa2,43.396,42.453,33.962,14.286,67.925,66.038,57.143,69.811,58.491,57.143
1R1T_1_A,67.482,52.459,57.377,100.0,63.934,55.738,91.667,54.098,60.656,100.0
1NKW_28_1,53.329,60.976,85.366,100.0,56.098,68.293,93.75,41.463,56.098,100.0
3TCQ_d3tcqa2,45.045,68.571,59.615,66.667,61.905,38.462,19.048,66.667,44.231,38.095
2K1O_1_A,57.785,50.0,45.455,30.769,77.273,63.636,38.462,96.97,96.97,100.0
1WKA_1_A,51.103,68.707,79.452,100.0,74.83,79.452,100.0,61.224,82.192,93.103
4RV0_d4rv0g1,37.075,61.905,64.286,100.0,60.714,66.667,93.75,66.667,76.19,100.0
4XKH_2_E,58.897,60.0,51.852,36.364,65.455,44.444,36.364,100.0,100.0,100.0
2CPW_d2cpwa1,56.171,56.863,60.0,90.0,33.333,36.0,60.0,62.745,40.0,10.0
2HG7_1_A,45.722,64.545,52.727,86.364,76.364,60.0,50.0,90.909,92.727,95.455
1XKP_3_C,62.006,72.028,100.0,100.0,65.035,61.972,100.0,63.636,84.507,100.0
2MA4_1_A,52.646,57.692,79.487,100.0,56.41,92.308,100.0,66.667,94.872,100.0
4V7E_5_BI,70.615,74.545,59.091,47.727,81.818,64.545,40.909,92.727,90.909,84.091
5AF3_1_A,64.534,38.589,41.667,70.833,51.867,51.667,41.667,76.763,70.0,64.583
1TIE_1_A,53.35,65.698,89.535,100.0,66.86,97.674,100.0,47.674,45.349,38.235
1HXD_d1hxdb1,56.75,76.667,100.0,100.0,65.0,70.0,91.667,58.333,100.0,100.0
1GL4_2_B,54.627,65.306,81.633,78.947,80.612,77.551,84.211,98.98,100.0,100.0
4ATH_1_A,85.578,79.518,75.61,56.25,42.169,21.951,6.25,97.59,95.122,87.5
3S3T_1_A,60.701,36.301,36.986,48.276,46.575,41.096,31.034,66.438,67.123,75.862
2FHW_2_A,55.035,33.333,33.333,25.0,50.0,33.333,0.0,66.667,33.333,0.0
4NC2_1_A,55.112,69.841,100.0,100.0,53.968,53.968,88.0,78.571,74.603,68.0
3EWT_2_E,68.878,72.0,58.333,80.0,76.0,50.0,100.0,76.0,50.0,0.0
3US3_d3us3a3,52.563,50.4,61.29,100.0,73.6,72.581,84.0,41.6,33.871,44.0
2LG7_1_A,56.307,62.791,53.125,40.0,42.636,29.688,16.0,75.194,100.0,100.0
2DPL_d2dpla1,61.738,53.968,48.936,48.649,61.905,52.128,35.135,73.016,96.809,97.297
2GW4_2_B,59.377,75.61,67.073,81.25,76.22,74.39,81.25,63.415,48.78,43.75
1K09_2_B,72.16,88.462,100.0,100.0,100.0,100.0,100.0,69.231,53.846,0.0
3PJS_3_K,75.503,48.193,32.53,15.152,54.819,48.193,33.333,78.916,75.904,72.727
1I5N_1_A,61.243,45.205,36.986,58.621,59.589,57.534,82.759,47.945,46.575,65.517
4TTR_1_A,68.664,46.047,38.318,72.093,68.837,57.009,44.186,60.465,81.308,90.698
3V53_1_A,55.132,69.748,64.407,69.565,71.429,57.627,47.826,58.824,47.458,34.783
3SZ7_1_A,72.589,42.073,56.098,96.875,39.024,64.634,100.0,27.439,18.293,6.25
2L03_1_A,45.782,63.514,100.0,100.0,82.432,97.297,100.0,55.405,72.973,64.286
4UZZ_1_A,68.356,49.138,36.207,30.435,60.345,48.276,21.739,80.172,75.862,65.217
2IM8_1_A,62.965,70.992,67.692,65.385,59.542,52.308,42.308,34.351,30.769,42.308
3EAB_2_G,53.188,66.0,60.0,50.0,94.0,96.0,100.0,60.0,60.0,40.0
2L2R_1_A,45.8,29.73,16.667,0.0,27.027,33.333,85.714,91.892,88.889,71.429
1ENW_1_A,65.851,45.614,40.351,45.455,46.491,38.596,31.818,71.93,66.667,59.091
5HB3_2_B,92.284,74.545,51.852,54.545,100.0,100.0,100.0,100.0,100.0,100.0
1WQE_1_A,53.497,60.87,100.0,100.0,56.522,90.909,100.0,73.913,45.455,0.0
2M74_1_A,72.205,78.676,100.0,100.0,52.206,57.353,81.481,96.324,95.588,88.889
2Z5K_2_B,11.806,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
4XK8_11_K,56.889,54.762,42.857,31.25,100.0,100.0,100.0,32.143,23.81,25.0
1JB7_d1jb7a2,50.813,50.806,64.516,100.0,25.0,29.032,75.0,61.29,100.0,100.0
2OV0_1_A,42.413,67.619,76.923,100.0,48.571,92.308,100.0,67.619,65.385,57.143
2ZZ8_1_A,64.181,61.411,52.5,43.75,56.846,41.667,20.833,56.017,42.5,37.5
1T4O_1_A,53.894,69.231,100.0,100.0,83.761,100.0,100.0,47.863,44.828,56.522
4D2H_1_A,89.554,63.158,63.158,71.429,100.0,100.0,100.0,100.0,100.0,100.0
2PGW_d2pgwc2,67.664,52.653,52.459,59.184,60.0,51.639,44.898,53.878,57.377,67.347
1SR4_3_C,58.513,68.072,98.795,100.0,71.687,73.494,100.0,74.699,72.289,57.576
1CZD_1_A,67.857,71.053,91.228,100.0,67.544,90.351,100.0,60.088,71.053,84.444
4L74_d4l74b1,56.709,36.434,39.062,80.0,88.372,100.0,100.0,75.194,78.125,84.0
4QBA_1_A,64.449,63.235,50.98,52.5,73.039,64.706,57.5,77.451,89.216,100.0
2GC7_4_D,50.928,38.095,36.986,27.586,84.354,89.041,89.655,93.197,91.781,89.655
2C9Q_1_A,48.52,69.608,98.039,100.0,86.275,98.039,100.0,95.098,100.0,100.0
2RAS_1_A,72.13,54.717,53.774,71.429,52.358,40.566,64.286,62.736,57.547,59.524
2PYB_1_A,64.563,58.94,53.333,53.333,58.278,57.333,70.0,49.007,53.333,80.0
4O93_1_A,73.144,59.574,48.936,38.889,51.064,40.426,38.889,52.128,51.064,50.0
1ICO_1_A,50.059,72.414,100.0,100.0,75.862,100.0,100.0,55.172,78.571,100.0
2HOQ_1_A,72.025,49.793,41.667,43.75,49.378,56.667,91.667,48.548,59.167,89.583
1JW3_1_A,53.995,66.429,84.286,100.0,75.0,94.286,100.0,84.286,100.0,100.0
1IN0_1_A,69.129,52.761,77.778,100.0,52.147,60.494,96.875,47.239,59.259,100.0
3L75_9_I,65.359,74.468,78.261,100.0,85.106,78.261,55.556,55.319,39.13,33.333
3IL0_1_A,51.788,48.855,56.923,92.308,46.565,46.154,92.308,57.252,50.769,73.077
4YC5_1_A,49.24,86.383,76.923,59.574,34.043,30.769,36.17,93.191,94.872,91.489
4CRY_2_B,57.555,62.044,95.588,100.0,68.613,92.647,100.0,64.234,98.529,100.0
1AOA_d1aoaa2,56.02,41.379,44.828,56.522,30.172,32.759,39.13,48.276,39.655,26.087
5EN7_2_B,64.453,66.667,48.387,33.333,100.0,100.0,100.0,100.0,100.0,100.0
2IMJ_1_A,55.36,61.446,68.675,100.0,57.831,67.47,96.97,43.976,37.349,30.303
3J6B_13_M,68.102,65.089,65.476,100.0,69.231,100.0,100.0,58.58,77.381,100.0
2J4B_1_A,56.902,42.754,33.333,44.444,65.217,55.072,40.741,62.319,55.072,70.37
4V9I_60_DC,62.144,69.898,62.245,58.974,56.122,34.694,0.0,86.735,75.51,76.923
2VH1_1_A,71.994,61.818,95.455,100.0,55.455,78.182,100.0,59.091,59.091,50.0
2JXI_1_A,51.753,37.778,36.364,55.556,62.222,68.182,88.889,100.0,100.0,100.0
3J9X_1_A,66.449,56.25,37.5,24.0,69.531,57.812,52.0,75.781,70.312,68.0
4KX4_1_A,67.056,54.839,47.222,62.791,72.35,69.444,67.442,35.945,32.407,60.465
3HYN_1_A,57.417,58.201,44.681,45.946,87.302,85.106,81.081,77.249,95.745,100.0
2Y69_6_F,62.551,58.14,78.125,100.0,60.465,62.5,100.0,53.488,53.125,56.0
1FW1_1_A,65.995,43.056,53.704,100.0,64.815,49.074,41.86,50.463,67.593,100.0
2TRC_3_P,75.391,58.065,45.37,65.116,61.751,55.556,58.14,62.212,92.593,95.349
2RCF_1_A,47.264,54.945,53.333,72.222,96.703,100.0,100.0,70.33,100.0,100.0
1VR8_1_A,53.257,71.127,100.0,100.0,85.211,100.0,100.0,60.563,61.972,67.857
2QHS_1_A,60.365,54.008,49.153,63.83,83.544,77.119,78.723,62.869,96.61,100.0
4QQG_1_A,47.491,70.37,97.5,100.0,96.296,100.0,100.0,54.321,52.5,56.25
1LR7_d1lr7a1,20.8,64.0,100.0,100.0,32.0,16.667,40.0,68.0,66.667,40.0
3WMJ_2_B,92.841,35.135,22.222,14.286,100.0,100.0,100.0,100.0,100.0,100.0
2K6T_2_B,40.791,25.806,6.667,16.667,93.548,100.0,100.0,100.0,100.0,100.0
1UEK_d1ueka2,57.014,45.833,61.667,100.0,58.333,58.333,83.333,84.167,100.0,100.0
3E7L_1_A,66.889,65.079,80.645,100.0,55.556,45.161,33.333,36.508,32.258,25.0
3DWL_6_G,53.416,48.684,40.789,46.667,51.974,48.684,46.667,44.079,31.579,30.0
1D2Z_1_A,52.432,45.37,44.444,61.905,40.741,27.778,19.048,36.111,29.63,33.333
1WMX_1_A,56.975,39.024,32.353,17.073,64.39,54.902,53.659,67.805,100.0,100.0
1Z2L_d1z2lb2,65.527,63.248,67.241,100.0,63.248,86.207,100.0,100.0,100.0,100.0
3VZY_1_A,58.411,54.825,45.614,42.222,40.351,33.333,31.111,60.965,64.912,82.222
2A67_1_A,58.608,53.892,59.036,81.818,74.85,66.265,54.545,91.617,97.59,100.0
1B8T_d1b8ta2,81.183,64.615,78.125,100.0,26.154,31.25,76.923,92.308,87.5,69.231
1F5E_3_P,47.74,44.615,56.25,84.615,43.077,37.5,61.538,56.923,62.5,100.0
2DI0_1_A,46.419,39.437,31.429,42.857,45.07,42.857,35.714,50.704,40.0,28.571
2OVM_2_B,84.298,84.0,66.667,20.0,100.0,100.0,100.0,100.0,100.0,100.0
2YG9_1_A,68.377,44.0,39.286,68.889,60.0,48.214,37.778,62.222,58.929,51.111
2YWW_d2ywwb2,44.107,82.0,100.0,100.0,58.0,88.0,100.0,46.0,64.0,100.0
2O6K_1_A,42.747,37.037,32.5,18.75,48.148,30.0,18.75,60.494,62.5,62.5
1EIW_1_A,52.577,51.351,43.636,45.455,45.946,32.727,31.818,80.18,83.636,100.0
4I6M_3_C,96.282,44.34,30.189,38.095,100.0,100.0,100.0,100.0,100.0,100.0
1ZXO_d1zxoe2,62.663,61.494,73.563,100.0,67.816,62.069,82.353,54.598,82.759,94.118
4WPX_2_B,88.279,40.449,31.818,11.765,100.0,100.0,100.0,100.0,100.0,100.0
1IB8_d1ib8a2,56.457,77.778,77.778,100.0,66.667,88.889,100.0,53.333,66.667,88.889
1A4I_d1a4ib2,67.846,59.2,46.774,56.0,64.0,50.0,28.0,61.6,100.0,100.0
4PV1_5_E,68.622,81.25,75.0,66.667,100.0,100.0,100.0,100.0,100.0,100.0
1DQB_1_A,47.075,67.47,73.171,75.0,50.602,51.22,56.25,71.084,70.732,62.5
3E7H_1_A,54.517,57.282,43.137,30.0,63.107,60.784,70.0,64.078,64.706,65.0
2LW7_1_A,73.716,58.235,60.0,91.176,51.176,51.765,79.412,45.294,56.471,85.294
1VDJ_1_A,50.481,69.231,61.538,50.0,98.077,96.154,100.0,100.0,100.0,100.0
1ULK_1_A,62.276,47.619,47.619,68.0,33.333,42.857,60.0,92.063,88.889,92.0
2GRE_d2grep1,50.962,75.221,100.0,100.0,69.912,100.0,100.0,41.593,37.5,27.273
5FVK_1_A,71.52,50.0,43.902,81.25,54.878,82.927,100.0,46.341,68.293,100.0
1SXJ_d1sxja1,61.039,68.493,67.123,55.172,65.753,52.055,41.379,50.685,38.356,37.931
4DHX_1_A,93.017,68.0,62.162,46.667,100.0,100.0,100.0,100.0,100.0,100.0
2ZVY_1_A,63.412,56.831,67.033,94.444,50.82,52.747,77.778,55.191,78.022,91.667
